1.875000	2.125000	1.689000	17.370000	3.546830	17.000000
2.125000	2.375000	1.477000	15.410000	3.511410	15.000000
2.375000	2.625000	1.261000	15.000000	3.478505	14.600000
2.625000	2.875000	1.096000	9.720000	3.420526	9.100000
2.875000	3.125000	0.968200	4.840000	3.337664	3.500000
3.125000	3.375000	0.795200	4.530000	3.300000	3.100000
3.375000	3.625000	0.660300	4.200000	3.300000	2.600000
3.625000	3.875000	0.540600	4.200000	3.300000	2.600000
3.875000	4.125000	0.443300	4.200000	3.300000	2.600000
4.125000	4.375000	0.349800	4.330000	3.300000	2.800000
4.375000	4.625000	0.278700	4.390000	3.300000	2.900000
4.625000	4.875000	0.217100	4.670000	3.300000	3.300000
4.875000	5.125000	0.170000	5.020000	3.400000	3.700000
5.125000	5.375000	0.134100	5.330000	3.400000	4.100000
5.375000	5.625000	0.103200	6.050000	3.400000	5.000000
5.625000	5.875000	0.077370	6.810000	3.400000	5.900000
5.875000	6.125000	0.056180	8.330000	3.400000	7.600000
6.125000	6.375000	0.039730	11.130000	3.400000	10.600000
6.375000	6.625000	0.030480	13.050000	3.400000	12.600000
6.625000	6.875000	0.028050	12.180000	3.400000	11.700000
6.875000	7.125000	0.020930	14.500000	3.400000	14.100000
7.125000	7.375000	0.011390	22.160000	3.400000	21.900000
7.375000	7.625000	0.007130	30.190000	3.400000	30.000000
7.625000	7.875000	0.005420	40.010000	3.400000	40.000000
7.875000	8.125000	0.003950	40.010000	3.400000	40.000000

