1.875000	2.125000	1.275800	2.504000	1.826539	1.713000
2.125000	2.375000	1.088700	2.430000	1.813441	1.617000
2.375000	2.625000	0.898240	2.302000	1.819968	1.409000
2.625000	2.875000	0.779940	2.344000	1.840964	1.451000
2.875000	3.125000	0.641790	2.439000	1.871093	1.565000
3.125000	3.375000	0.535583	2.472000	1.911289	1.568000
3.375000	3.625000	0.439057	2.549000	1.962380	1.626000
3.625000	3.875000	0.346173	2.465000	2.023991	1.407000
3.875000	4.125000	0.281813	2.588000	2.104757	1.505000
4.125000	4.375000	0.220474	2.907000	2.199401	1.901000
4.375000	4.625000	0.166340	3.406000	2.307162	2.506000
4.625000	4.875000	0.124980	3.551000	2.425541	2.593000
4.875000	5.125000	0.097365	3.423000	2.556151	2.276000
5.125000	5.375000	0.074735	3.532000	2.698535	2.279000
5.375000	5.625000	0.055813	3.838000	2.852311	2.568000
5.625000	5.875000	0.041056	4.377000	3.016626	3.171000
5.875000	6.125000	0.030455	5.126000	3.190883	4.012000
6.125000	6.375000	0.019830	5.588000	3.376679	4.453000
6.375000	6.625000	0.015398	5.759000	3.572536	4.518000
6.625000	6.875000	0.010911	6.002000	3.777814	4.664000
6.875000	7.125000	0.007748	6.235000	3.993439	4.788000
7.125000	7.375000	0.004475	7.610000	4.218544	6.334000
7.375000	7.625000	0.002899	8.881000	4.453353	7.683000
7.625000	7.875000	0.001778	9.563000	4.697594	8.330000
7.875000	8.125000	0.001059	12.707000	4.951573	11.702000

